# data_ID_0

68 atoms
4 atom types
68 bonds
100 angles
136 dihedrals
96 impropers


7 bond types
8 angle types
3 dihedral types
1 improper types

0.000000   32.185127   xlo xhi
0.000000   12.178964   ylo yhi
0.000000    3.736145   zlo zhi

 -1.686181   -2.520838   -0.078479   xy xz yz

Atoms

1  1  1 0.362833 11.134552 0.802917 -5.835206
2  1  1 0.362833 13.067133 1.757989 -6.926257
3  1  1 0.362833 11.682578 1.665845 -6.784374
4  1  1 0.362833 11.971059 0.032082 -5.028159
5  1  1 0.362833 13.903602 0.987226 -6.118844
6  1  1 0.341367 13.355637 0.124351 -5.169735
7  1  1 -0.128654 4.773934 3.655684 -2.086962
8  1  1 0.082228 6.706515 4.610756 -3.178012
9  1  1 -0.080598 5.321960 4.518612 -3.036130
10  1  1 0.324103 5.610441 2.884849 -1.279915
11  1  1 0.362833 7.542984 3.839993 -2.370600
12  1  1 0.341367 6.995019 2.977118 -1.421491
13  1  1 -0.128654 0.338696 9.182811 0.189128
14  1  1 0.082228 2.271277 10.137883 -0.901923
15  1  1 -0.080598 0.886722 10.045739 -0.760040
16  1  1 0.324103 1.175203 8.411976 0.996175
17  1  1 0.362833 3.107746 9.367120 -0.094510
18  1  1 0.341367 2.559781 8.504245 0.854599
19  1  1 -0.128654 20.180464 -0.928373 -12.388878
20  1  1 0.082228 22.113045 0.026699 -13.479929
21  1  1 -0.080598 20.728490 -0.065446 -13.338046
22  1  1 0.324103 21.016971 -1.699208 -11.581831
23  1  1 0.362833 22.949514 -0.744064 -12.672516
24  1  1 0.341367 22.401549 -1.606940 -11.723407
25  1  2 -0.128654 11.039072 2.270992 -7.418734
26  1  2 0.082228 14.986428 1.040054 -6.209283
27  1  2 -0.080598 4.678454 5.123759 -3.670489
28  1  2 0.324103 8.625809 3.892821 -2.461038
29  1  2 -0.071561 0.243216 10.650887 -1.394400
30  1  2 -0.071561 4.190572 9.419948 -0.184949
31  1  2 -0.071561 20.084984 0.539702 -13.972406
32  1  2 -0.071561 24.032339 -0.691236 -12.762955
33  1  3 -0.071561 9.710133 0.750979 -5.735844
34  1  3 -0.069518 13.625331 2.635849 -7.892757
35  1  3 -0.173863 14.227496 -0.621162 -4.391872
36  1  3 0.112633 14.910906 -1.205195 -3.782142
37  1  3 -0.071561 3.349515 3.603746 -1.987600
38  1  3 -0.069518 7.264713 5.488616 -4.144512
39  1  3 -0.173863 7.866878 2.231605 -0.643628
40  1  3 0.112633 8.550287 1.647572 -0.033898
41  1  3 -0.071561 -1.085723 9.130873 0.288490
42  1  3 -0.069518 2.829475 11.015743 -1.868423
43  1  3 -0.173863 3.431640 7.758733 1.632462
44  1  3 0.112633 4.115049 7.174699 2.242192
45  1  3 -0.071561 18.756045 -0.980311 -12.289516
46  1  3 -0.069518 22.671243 0.904559 -14.446429
47  1  3 -0.173863 23.273408 -2.352452 -10.945544
48  1  3 0.112633 23.956817 -2.936486 -10.335814
49  1  4 -0.071561 11.474556 -0.766259 -4.150513
50  1  4 -0.069518 9.029725 1.473784 -6.496217
51  1  4 -0.173863 9.195926 -0.015829 -4.892320
52  1  4 0.112633 14.873283 2.702885 -8.004349
53  1  4 -0.071561 12.855308 3.320166 -8.609232
54  1  4 -0.069518 5.113937 2.086509 -0.402269
55  1  4 -0.173863 2.669107 4.326551 -2.747973
56  1  4 0.112633 2.835308 2.836938 -1.144076
57  1  4 -0.071561 8.512665 5.555653 -4.256105
58  1  4 -0.069518 6.494690 6.172933 -4.860987
59  1  4 -0.173863 0.678699 7.613636 1.873821
60  1  4 0.112633 -1.766131 9.853679 -0.471883
61  1  4 -0.071561 -1.599930 8.364066 1.132014
62  1  4 -0.069518 4.077427 11.082780 -1.980015
63  1  4 -0.173863 2.059452 11.700060 -2.584898
64  1  4 0.112633 20.520467 -2.497549 -10.704185
65  1  4 -0.302271 18.075637 -0.257506 -13.049889
66  1  4 -0.235574 18.241838 -1.747119 -11.445992
67  1  4 -0.179793 23.919195 0.971595 -14.558021
68  1  4 -0.236393 21.901220 1.588876 -15.162904
