MinStep,CellMinStep,AtomMinStep,FinalStep,Energy,EDiff
1,181,10181,10181,80.634123472840741442,49919.3658765272
2,10186,20186,20186,79.487470608451232579,1.14665286438949
3,20191,30191,30191,77.52613424755824667,1.961336360893
4,30199,40199,40199,76.56279122073718213,0.963343026821008
5,40211,50211,50211,75.556640011256135381,1.00615120948109
6,50215,60215,60215,75.363083467162525153,0.19355654409361
7,60228,70228,70228,75.210029882508933952,0.153053584653591
8,70230,80230,80230,74.889748625132781967,0.320281257376109
9,80237,90237,90237,73.400230014765028841,1.4895186103678
10,90239,100239,100239,73.365369832330259214,0.0348601824346986
11,100244,110244,110244,73.372723863623221519,0.00735403129289125
12,110249,120249,120249,73.372609276625226471,0.000114586997995048
13,120254,130254,130254,73.363602924528976246,0.00900635209619338
14,130259,140259,140259,73.352023099161286268,0.0115798253677042
15,140268,150268,150268,73.335658414151069451,0.0163646850102026
16,150273,160273,160273,73.319219510700591513,0.0164389034504921
17,160280,170280,170280,73.30223182383760161,0.0169876868630041
18,170287,180287,180287,73.284192086326171989,0.0180397375114012
19,180314,190314,190314,72.709424270633391529,0.574767815692795
20,190318,200318,200318,72.690603175163317928,0.018821095470102
21,200340,210340,210340,72.642350760555700617,0.0482524146076031
22,210344,220344,220344,72.62258510299466252,0.0197656575609955
23,220352,230352,230352,72.592976512623678786,0.0296085903710122
24,230376,240376,240376,72.48848488979024296,0.104491622833493
25,240414,250414,250414,72.354624982193953997,0.133859907596204
26,250418,260418,260418,72.331806491160904216,0.0228184910330924
27,260449,270449,270449,72.252159710621498334,0.0796467805394059
28,270475,280475,280475,72.172342264344933938,0.0798174462765928
29,280521,290521,290521,71.929574608675025615,0.242767655669908
30,290641,300641,300641,71.200849587435655508,0.728725021239299
31,300720,310720,310720,70.61754633115609181,0.583303256279592
32,310725,320725,320725,70.569904026060328306,0.0476423050958061
33,320728,330728,330728,70.518504678881342329,0.0513993471790002
34,330736,340736,340736,70.468718015750539507,0.0497866631308028
35,340740,350740,350740,70.414792079285376758,0.0539259364650917
36,350744,360744,360744,70.3600771792144144,0.054714900071005
37,360748,370748,370748,70.301863114191760928,0.0582140650225966
38,370752,380752,380752,69.711559438148896106,0.590303676042907
39,380756,390756,390756,69.691065251335018615,0.0204941868138917
40,390760,400760,400760,69.670765437215848692,0.0202998141191983
41,400763,410763,410763,69.6503765321902506,0.0203889050255128
42,410766,420766,420766,69.630122815299884564,0.0202537168903945
43,420769,430769,430769,69.610164279790211594,0.0199585355097014
44,430774,440774,440774,69.590763989948456469,0.0194002898416983
45,440780,450780,450780,69.571389055795393119,0.019374934153106
46,450783,460783,460783,69.552505128789789524,0.0188839270055894
47,460792,470792,470792,69.534587442802489932,0.0179176859872996
48,470797,480797,480797,69.516845338523836517,0.0177421042787103
49,480804,490804,490804,69.499223492644688349,0.0176218458790913
50,490808,500808,500808,69.482581498901282657,0.0166419937434057
51,500815,510815,510815,69.46610063108931854,0.0164808678119925
52,510818,520818,520818,69.449702375900272955,0.016398255189003
53,520821,530821,530821,69.434040591527136144,0.0156617843732079
54,530825,540825,540825,69.419197098184994843,0.0148434933420987
55,540830,550830,550830,69.404191785288574579,0.0150053128963918
56,550834,560834,560834,69.389847510810142239,0.0143442744785034
57,560837,570837,570837,69.376510551645310443,0.0133369591648034
58,570844,580844,580844,69.362490794187721121,0.0140197574575893
59,580847,590847,590847,69.348830497627645286,0.0136602965601043
60,590853,600853,600853,69.335924914656871465,0.0129055829707028
61,600859,610859,610859,69.323475807513261771,0.0124491071435955
62,610864,620864,620864,69.310877077921915657,0.012598729591403
63,620868,630868,630868,69.298689004839275185,0.0121880730825978
64,630875,640875,640875,69.286484184557650678,0.0122048202816103
65,640879,650879,650879,69.274783501891931792,0.0117006826657899
66,650882,660882,660882,69.263433835057099941,0.0113496668348034
67,660886,670886,670886,69.252295725160919915,0.0111381098961942
68,670890,680890,680890,69.241783369194763509,0.0105123559660996
69,680894,690894,690894,69.230647563483316276,0.0111358057115041
70,690901,700901,700901,69.220049474393135824,0.0105980890902089
71,700905,710905,710905,69.20980906257042875,0.0102404118226929
72,710908,720908,720908,69.199455057518463263,0.0103540050518944
73,720913,730913,730913,69.189649168243946065,0.00980588927460246
74,730917,740917,740917,69.180057568948413405,0.00959159929550424
75,740921,750921,750921,69.170492211093971946,0.00956535785439883
76,750925,760925,760925,69.161607981967378578,0.00888422912659337
77,760929,770929,770929,69.152335965141602969,0.00927201682580403
78,770932,780932,780932,69.143211894732829137,0.00912407040880225
79,780936,790936,790936,69.134018117178243301,0.00919377755460005
80,790939,800939,800939,69.12480006791425069,0.00921804926390735
81,800942,810942,810942,69.116304306531930024,0.00849576138239172
82,810946,820946,820946,69.107317305104402294,0.00898700142749931
83,820949,830949,830949,69.098427766560021723,0.00888953854440899
84,830953,840953,840953,69.08971846830144159,0.00870929825859434
85,840961,850961,850961,69.07830853762750678,0.0114099306738922
86,850970,860970,860970,69.062481768104817093,0.0158267695227039
87,860973,870973,870973,69.053819786000175895,0.00866198210459856
88,870978,880978,880978,69.045877681404277837,0.00794210459589806
89,880988,890988,890988,69.033997021559926566,0.0118806598444081
90,890995,900995,900995,69.021108786022182358,0.0128882355377016
91,901005,911005,911005,69.008457500235635962,0.0126512857866032
92,911013,921013,921013,68.996677007013488492,0.0117804932220906
93,921027,931027,931027,68.984977230646819635,0.0116997763666973
94,931038,941038,941038,68.973830822054168266,0.0111464085926087
95,941051,951051,951051,68.944833218620928506,0.0289976034332966
96,951061,961061,961061,68.933824537197182281,0.0110086814237036
97,961070,971070,971070,68.921527616802137572,0.0122969203951016
98,971077,981077,981077,68.909949809605919313,0.0115778071961898
99,981087,991087,991087,68.896910756222240479,0.0130390533837073
